TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
Tighten the data[8].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,732,4,0,TorqueResult8,NUMBER,0,999,TRUE,TRUE
Tighten the data[8].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,736,4,0,AngleResult8,NUMBER,0,999,TRUE,TRUE
Tighten the data[9].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,740,2,0,ResultOK9,NUMBER,0,999,FALSE,FALSE
Tighten the data[9].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,742,2,0,OrderNo9,NUMBER,0,999,FALSE,FALSE
Tighten the data[9].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,744,2,0,ProgramNo9,NUMBER,0,999,FALSE,FALSE
Tighten the data[9].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,746,4,0,TorqueResult9,NUMBER,0,999,TRUE,TRUE
Tighten the data[9].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,750,4,0,AngleResult9,NUMBER,0,999,TRUE,TRUE
Tighten the data[10].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,754,2,0,ResultOK10,NUMBER,0,999,FALSE,FALSE
Tighten the data[10].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,756,2,0,OrderNo10,NUMBER,0,999,FALSE,FALSE
Tighten the data[10].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,758,2,0,ProgramNo10,NUMBER,0,999,FALSE,FALSE
Tighten the data[10].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,760,4,0,TorqueResult10,NUMBER,0,999,TRUE,TRUE
Tighten the data[10].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,764,4,0,AngleResult10,NUMBER,0,999,TRUE,TRUE
Tighten the data[11].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,768,2,0,ResultOK11,NUMBER,0,999,FALSE,FALSE
Tighten the data[11].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,770,2,0,OrderNo11,NUMBER,0,999,FALSE,FALSE
Tighten the data[11].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,772,2,0,ProgramNo11,NUMBER,0,999,FALSE,FALSE
